Video_Path,FPS,Total_Frames,Duration_Sec
UCF50/JumpRope/v_JumpRope_g19_c03.avi,29.97002997002997,335,11.18
UCF50/JumpRope/v_JumpRope_g07_c04.avi,29.97002997002997,358,11.95
UCF50/JumpRope/v_JumpRope_g18_c05.avi,29.97002997002997,416,13.88
UCF50/JumpRope/v_JumpRope_g16_c04.avi,29.97002997002997,507,16.92
UCF50/JumpRope/v_JumpRope_g16_c03.avi,29.97002997002997,507,16.92
UCF50/JumpRope/v_JumpRope_g19_c01.avi,29.97002997002997,307,10.24
UCF50/JumpRope/v_JumpRope_g11_c04.avi,29.97002997002997,518,17.28
UCF50/JumpRope/v_JumpRope_g24_c05.avi,29.97002997002997,358,11.95
UCF50/JumpRope/v_JumpRope_g11_c07.avi,29.97002997002997,496,16.55
UCF50/JumpRope/v_JumpRope_g22_c03.avi,29.97002997002997,212,7.07
UCF50/JumpRope/v_JumpRope_g23_c01.avi,29.97002997002997,343,11.44
UCF50/JumpRope/v_JumpRope_g24_c01.avi,29.97002997002997,410,13.68
UCF50/JumpRope/v_JumpRope_g18_c02.avi,29.97002997002997,417,13.91
UCF50/JumpRope/v_JumpRope_g12_c02.avi,29.97002997002997,403,13.45
UCF50/JumpRope/v_JumpRope_g17_c05.avi,29.97002997002997,575,19.19
UCF50/JumpRope/v_JumpRope_g26_c03.avi,29.97002997002997,310,10.34
UCF50/JumpRope/v_JumpRope_g03_c02.avi,29.97002997002997,305,10.18
UCF50/JumpRope/v_JumpRope_g20_c01.avi,29.97002997002997,458,15.28
UCF50/JumpRope/v_JumpRope_g08_c03.avi,29.97002997002997,526,17.55
UCF50/JumpRope/v_JumpRope_g20_c04.avi,29.97002997002997,510,17.02
UCF50/JumpRope/v_JumpRope_g08_c02.avi,29.97002997002997,443,14.78
UCF50/JumpRope/v_JumpRope_g13_c02.avi,29.97002997002997,422,14.08
UCF50/JumpRope/v_JumpRope_g06_c03.avi,29.97002997002997,355,11.85
UCF50/JumpRope/v_JumpRope_g22_c02.avi,29.97002997002997,209,6.97
UCF50/JumpRope/v_JumpRope_g14_c01.avi,29.97002997002997,296,9.88
UCF50/JumpRope/v_JumpRope_g08_c07.avi,29.97002997002997,459,15.32
UCF50/JumpRope/v_JumpRope_g21_c06.avi,29.97002997002997,490,16.35
UCF50/JumpRope/v_JumpRope_g19_c04.avi,29.97002997002997,476,15.88
UCF50/JumpRope/v_JumpRope_g01_c03.avi,29.97002997002997,346,11.54
UCF50/JumpRope/v_JumpRope_g06_c04.avi,29.97002997002997,358,11.95
UCF50/JumpRope/v_JumpRope_g08_c04.avi,29.97002997002997,350,11.68
UCF50/JumpRope/v_JumpRope_g04_c01.avi,29.97002997002997,498,16.62
UCF50/JumpRope/v_JumpRope_g02_c05.avi,29.97002997002997,501,16.72
UCF50/JumpRope/v_JumpRope_g23_c03.avi,29.97002997002997,340,11.34
UCF50/JumpRope/v_JumpRope_g21_c04.avi,29.97002997002997,503,16.78
UCF50/JumpRope/v_JumpRope_g17_c01.avi,29.97002997002997,623,20.79
UCF50/JumpRope/v_JumpRope_g02_c02.avi,29.97002997002997,483,16.12
UCF50/JumpRope/v_JumpRope_g09_c01.avi,29.97002997002997,472,15.75
UCF50/JumpRope/v_JumpRope_g14_c02.avi,29.97002997002997,305,10.18
UCF50/JumpRope/v_JumpRope_g18_c07.avi,29.97002997002997,405,13.51
UCF50/JumpRope/v_JumpRope_g16_c05.avi,29.97002997002997,485,16.18
UCF50/JumpRope/v_JumpRope_g07_c02.avi,29.97002997002997,366,12.21
UCF50/JumpRope/v_JumpRope_g22_c06.avi,29.97002997002997,221,7.37
UCF50/JumpRope/v_JumpRope_g07_c01.avi,29.97002997002997,396,13.21
UCF50/JumpRope/v_JumpRope_g23_c02.avi,29.97002997002997,310,10.34
UCF50/JumpRope/v_JumpRope_g09_c06.avi,29.97002997002997,491,16.38
UCF50/JumpRope/v_JumpRope_g16_c07.avi,29.97002997002997,464,15.48
UCF50/JumpRope/v_JumpRope_g23_c04.avi,29.97002997002997,406,13.55
UCF50/JumpRope/v_JumpRope_g02_c03.avi,29.97002997002997,492,16.42
UCF50/JumpRope/v_JumpRope_g14_c04.avi,29.97002997002997,306,10.21
UCF50/JumpRope/v_JumpRope_g11_c01.avi,29.97002997002997,533,17.78
UCF50/JumpRope/v_JumpRope_g15_c05.avi,29.97002997002997,531,17.72
UCF50/JumpRope/v_JumpRope_g10_c02.avi,29.97002997002997,601,20.05
UCF50/JumpRope/v_JumpRope_g17_c02.avi,29.97002997002997,605,20.19
UCF50/JumpRope/v_JumpRope_g04_c02.avi,29.97002997002997,528,17.62
UCF50/JumpRope/v_JumpRope_g17_c04.avi,29.97002997002997,619,20.65
UCF50/JumpRope/v_JumpRope_g04_c05.avi,29.97002997002997,480,16.02
UCF50/JumpRope/v_JumpRope_g20_c03.avi,29.97002997002997,509,16.98
UCF50/JumpRope/v_JumpRope_g04_c03.avi,29.97002997002997,489,16.32
UCF50/JumpRope/v_JumpRope_g21_c07.avi,29.97002997002997,432,14.41
UCF50/JumpRope/v_JumpRope_g21_c02.avi,29.97002997002997,445,14.85
UCF50/JumpRope/v_JumpRope_g02_c01.avi,29.97002997002997,448,14.95
UCF50/JumpRope/v_JumpRope_g24_c07.avi,29.97002997002997,436,14.55
UCF50/JumpRope/v_JumpRope_g25_c01.avi,29.97002997002997,400,13.35
UCF50/JumpRope/v_JumpRope_g25_c04.avi,29.97002997002997,408,13.61
UCF50/JumpRope/v_JumpRope_g05_c03.avi,29.97002997002997,618,20.62
UCF50/JumpRope/v_JumpRope_g05_c05.avi,29.97002997002997,624,20.82
UCF50/JumpRope/v_JumpRope_g13_c01.avi,29.97002997002997,539,17.98
UCF50/JumpRope/v_JumpRope_g08_c06.avi,29.97002997002997,356,11.88
UCF50/JumpRope/v_JumpRope_g11_c03.avi,29.97002997002997,495,16.52
UCF50/JumpRope/v_JumpRope_g15_c02.avi,29.97002997002997,352,11.75
UCF50/JumpRope/v_JumpRope_g09_c05.avi,29.97002997002997,510,17.02
UCF50/JumpRope/v_JumpRope_g09_c02.avi,29.97002997002997,501,16.72
UCF50/JumpRope/v_JumpRope_g16_c06.avi,29.97002997002997,529,17.65
UCF50/JumpRope/v_JumpRope_g09_c04.avi,29.97002997002997,510,17.02
UCF50/JumpRope/v_JumpRope_g07_c05.avi,29.97002997002997,343,11.44
UCF50/JumpRope/v_JumpRope_g20_c05.avi,29.97002997002997,492,16.42
UCF50/JumpRope/v_JumpRope_g24_c03.avi,29.97002997002997,411,13.71
UCF50/JumpRope/v_JumpRope_g04_c07.avi,29.97002997002997,518,17.28
UCF50/JumpRope/v_JumpRope_g25_c03.avi,29.97002997002997,391,13.05
UCF50/JumpRope/v_JumpRope_g13_c04.avi,29.97002997002997,374,12.48
UCF50/JumpRope/v_JumpRope_g13_c03.avi,29.97002997002997,482,16.08
UCF50/JumpRope/v_JumpRope_g15_c01.avi,29.97002997002997,548,18.28
UCF50/JumpRope/v_JumpRope_g08_c01.avi,29.97002997002997,497,16.58
UCF50/JumpRope/v_JumpRope_g25_c06.avi,29.97002997002997,408,13.61
UCF50/JumpRope/v_JumpRope_g02_c06.avi,29.97002997002997,500,16.68
UCF50/JumpRope/v_JumpRope_g12_c05.avi,29.97002997002997,403,13.45
UCF50/JumpRope/v_JumpRope_g06_c02.avi,29.97002997002997,378,12.61
UCF50/JumpRope/v_JumpRope_g05_c04.avi,29.97002997002997,614,20.49
UCF50/JumpRope/v_JumpRope_g01_c02.avi,29.97002997002997,268,8.94
UCF50/JumpRope/v_JumpRope_g18_c06.avi,29.97002997002997,599,19.99
UCF50/JumpRope/v_JumpRope_g21_c05.avi,29.97002997002997,502,16.75
UCF50/JumpRope/v_JumpRope_g17_c03.avi,29.97002997002997,589,19.65
UCF50/JumpRope/v_JumpRope_g21_c01.avi,29.97002997002997,491,16.38
UCF50/JumpRope/v_JumpRope_g22_c05.avi,29.97002997002997,189,6.31
UCF50/JumpRope/v_JumpRope_g25_c02.avi,29.97002997002997,408,13.61
UCF50/JumpRope/v_JumpRope_g26_c04.avi,29.97002997002997,249,8.31
UCF50/ThrowDiscus/v_ThrowDiscus_g04_c02.avi,25.0,158,6.32
UCF50/ThrowDiscus/v_ThrowDiscus_g07_c01.avi,25.0,114,4.56
UCF50/ThrowDiscus/v_ThrowDiscus_g07_c03.avi,25.0,155,6.2
UCF50/ThrowDiscus/v_ThrowDiscus_g18_c04.avi,25.0,117,4.68
UCF50/ThrowDiscus/v_ThrowDiscus_g04_c01.avi,25.0,61,2.44
UCF50/ThrowDiscus/v_ThrowDiscus_g11_c03.avi,25.0,64,2.56
UCF50/ThrowDiscus/v_ThrowDiscus_g06_c07.avi,25.0,71,2.84
UCF50/ThrowDiscus/v_ThrowDiscus_g13_c04.avi,25.0,135,5.4
UCF50/ThrowDiscus/v_ThrowDiscus_g03_c04.avi,25.0,110,4.4
UCF50/ThrowDiscus/v_ThrowDiscus_g25_c05.avi,25.0,96,3.84
UCF50/ThrowDiscus/v_ThrowDiscus_g13_c02.avi,25.0,135,5.4
UCF50/ThrowDiscus/v_ThrowDiscus_g22_c04.avi,25.0,73,2.92
UCF50/ThrowDiscus/v_ThrowDiscus_g02_c04.avi,25.0,126,5.04
UCF50/ThrowDiscus/v_ThrowDiscus_g25_c04.avi,25.0,121,4.84
UCF50/ThrowDiscus/v_ThrowDiscus_g12_c01.avi,25.0,116,4.64
UCF50/ThrowDiscus/v_ThrowDiscus_g01_c02.avi,25.0,94,3.76
UCF50/ThrowDiscus/v_ThrowDiscus_g18_c01.avi,25.0,149,5.96
UCF50/ThrowDiscus/v_ThrowDiscus_g11_c04.avi,25.0,85,3.4
UCF50/ThrowDiscus/v_ThrowDiscus_g25_c01.avi,25.0,88,3.52
UCF50/ThrowDiscus/v_ThrowDiscus_g25_c02.avi,25.0,96,3.84
UCF50/ThrowDiscus/v_ThrowDiscus_g04_c03.avi,25.0,121,4.84
UCF50/ThrowDiscus/v_ThrowDiscus_g03_c01.avi,25.0,119,4.76
UCF50/ThrowDiscus/v_ThrowDiscus_g02_c01.avi,25.0,84,3.36
UCF50/ThrowDiscus/v_ThrowDiscus_g02_c06.avi,25.0,90,3.6
UCF50/ThrowDiscus/v_ThrowDiscus_g09_c02.avi,25.0,112,4.48
UCF50/ThrowDiscus/v_ThrowDiscus_g12_c03.avi,25.0,146,5.84
UCF50/ThrowDiscus/v_ThrowDiscus_g21_c01.avi,25.0,55,2.2
UCF50/ThrowDiscus/v_ThrowDiscus_g02_c03.avi,25.0,90,3.6
UCF50/ThrowDiscus/v_ThrowDiscus_g07_c04.avi,25.0,123,4.92
UCF50/ThrowDiscus/v_ThrowDiscus_g10_c05.avi,25.0,137,5.48
UCF50/ThrowDiscus/v_ThrowDiscus_g10_c04.avi,25.0,131,5.24
UCF50/ThrowDiscus/v_ThrowDiscus_g19_c02.avi,25.0,81,3.24
UCF50/ThrowDiscus/v_ThrowDiscus_g08_c02.avi,25.0,98,3.92
UCF50/ThrowDiscus/v_ThrowDiscus_g18_c08.avi,25.0,85,3.4
UCF50/ThrowDiscus/v_ThrowDiscus_g14_c02.avi,25.0,71,2.84
UCF50/ThrowDiscus/v_ThrowDiscus_g01_c03.avi,25.0,82,3.28
UCF50/ThrowDiscus/v_ThrowDiscus_g21_c04.avi,25.0,89,3.56
UCF50/ThrowDiscus/v_ThrowDiscus_g24_c04.avi,25.0,86,3.44
UCF50/ThrowDiscus/v_ThrowDiscus_g25_c03.avi,25.0,112,4.48
UCF50/ThrowDiscus/v_ThrowDiscus_g05_c05.avi,25.0,61,2.44
UCF50/ThrowDiscus/v_ThrowDiscus_g06_c03.avi,25.0,97,3.88
UCF50/ThrowDiscus/v_ThrowDiscus_g03_c02.avi,25.0,91,3.64
UCF50/ThrowDiscus/v_ThrowDiscus_g09_c03.avi,25.0,94,3.76
UCF50/ThrowDiscus/v_ThrowDiscus_g04_c04.avi,25.0,123,4.92
UCF50/ThrowDiscus/v_ThrowDiscus_g11_c01.avi,25.0,89,3.56
UCF50/ThrowDiscus/v_ThrowDiscus_g09_c05.avi,25.0,106,4.24
UCF50/ThrowDiscus/v_ThrowDiscus_g23_c04.avi,25.0,101,4.04
UCF50/ThrowDiscus/v_ThrowDiscus_g20_c04.avi,25.0,92,3.68
UCF50/ThrowDiscus/v_ThrowDiscus_g08_c03.avi,25.0,115,4.6
UCF50/ThrowDiscus/v_ThrowDiscus_g20_c02.avi,25.0,80,3.2
UCF50/ThrowDiscus/v_ThrowDiscus_g02_c07.avi,25.0,84,3.36
UCF50/ThrowDiscus/v_ThrowDiscus_g21_c03.avi,25.0,69,2.76
UCF50/ThrowDiscus/v_ThrowDiscus_g18_c03.avi,25.0,92,3.68
UCF50/ThrowDiscus/v_ThrowDiscus_g16_c04.avi,25.0,141,5.64
UCF50/ThrowDiscus/v_ThrowDiscus_g23_c01.avi,25.0,109,4.36
UCF50/ThrowDiscus/v_ThrowDiscus_g15_c04.avi,25.0,77,3.08
UCF50/ThrowDiscus/v_ThrowDiscus_g18_c07.avi,25.0,104,4.16
UCF50/ThrowDiscus/v_ThrowDiscus_g23_c05.avi,25.0,71,2.84
UCF50/ThrowDiscus/v_ThrowDiscus_g06_c04.avi,25.0,133,5.32
UCF50/ThrowDiscus/v_ThrowDiscus_g07_c02.avi,25.0,105,4.2
UCF50/ThrowDiscus/v_ThrowDiscus_g10_c02.avi,25.0,153,6.12
UCF50/ThrowDiscus/v_ThrowDiscus_g12_c04.avi,25.0,85,3.4
UCF50/ThrowDiscus/v_ThrowDiscus_g06_c05.avi,25.0,133,5.32
UCF50/ThrowDiscus/v_ThrowDiscus_g12_c05.avi,25.0,108,4.32
UCF50/ThrowDiscus/v_ThrowDiscus_g02_c02.avi,25.0,90,3.6
UCF50/ThrowDiscus/v_ThrowDiscus_g05_c02.avi,25.0,71,2.84
UCF50/ThrowDiscus/v_ThrowDiscus_g09_c04.avi,25.0,71,2.84
UCF50/ThrowDiscus/v_ThrowDiscus_g08_c01.avi,25.0,67,2.68
UCF50/ThrowDiscus/v_ThrowDiscus_g15_c05.avi,25.0,110,4.4
UCF50/ThrowDiscus/v_ThrowDiscus_g17_c02.avi,25.0,56,2.24
UCF50/ThrowDiscus/v_ThrowDiscus_g21_c05.avi,25.0,110,4.4
UCF50/ThrowDiscus/v_ThrowDiscus_g13_c03.avi,25.0,114,4.56
UCF50/ThrowDiscus/v_ThrowDiscus_g21_c02.avi,25.0,116,4.64
UCF50/ThrowDiscus/v_ThrowDiscus_g20_c03.avi,25.0,89,3.56
UCF50/ThrowDiscus/v_ThrowDiscus_g12_c06.avi,25.0,84,3.36
UCF50/ThrowDiscus/v_ThrowDiscus_g01_c01.avi,25.0,66,2.64
UCF50/ThrowDiscus/v_ThrowDiscus_g05_c01.avi,25.0,76,3.04
UCF50/ThrowDiscus/v_ThrowDiscus_g07_c05.avi,25.0,110,4.4
UCF50/ThrowDiscus/v_ThrowDiscus_g17_c05.avi,25.0,89,3.56
UCF50/ThrowDiscus/v_ThrowDiscus_g05_c04.avi,25.0,78,3.12
UCF50/ThrowDiscus/v_ThrowDiscus_g23_c03.avi,25.0,94,3.76
UCF50/ThrowDiscus/v_ThrowDiscus_g17_c04.avi,25.0,63,2.52
UCF50/ThrowDiscus/v_ThrowDiscus_g14_c04.avi,25.0,79,3.16
UCF50/ThrowDiscus/v_ThrowDiscus_g06_c02.avi,25.0,62,2.48
UCF50/ThrowDiscus/v_ThrowDiscus_g17_c03.avi,25.0,103,4.12
UCF50/ThrowDiscus/v_ThrowDiscus_g03_c03.avi,25.0,148,5.92
UCF50/ThrowDiscus/v_ThrowDiscus_g11_c06.avi,25.0,64,2.56
UCF50/ThrowDiscus/v_ThrowDiscus_g12_c02.avi,25.0,85,3.4
UCF50/ThrowDiscus/v_ThrowDiscus_g13_c05.avi,25.0,165,6.6
UCF50/ThrowDiscus/v_ThrowDiscus_g08_c04.avi,25.0,96,3.84
UCF50/ThrowDiscus/v_ThrowDiscus_g13_c01.avi,25.0,104,4.16
UCF50/ThrowDiscus/v_ThrowDiscus_g23_c02.avi,25.0,55,2.2
UCF50/ThrowDiscus/v_ThrowDiscus_g18_c06.avi,25.0,97,3.88
UCF50/ThrowDiscus/v_ThrowDiscus_g07_c07.avi,25.0,109,4.36
UCF50/ThrowDiscus/v_ThrowDiscus_g05_c03.avi,25.0,66,2.64
UCF50/ThrowDiscus/v_ThrowDiscus_g18_c02.avi,25.0,131,5.24
UCF50/ThrowDiscus/v_ThrowDiscus_g11_c05.avi,25.0,65,2.6
UCF50/ThrowDiscus/v_ThrowDiscus_g24_c01.avi,25.0,67,2.68
UCF50/ThrowDiscus/v_ThrowDiscus_g16_c02.avi,25.0,106,4.24
UCF50/ThrowDiscus/v_ThrowDiscus_g15_c03.avi,25.0,99,3.96
UCF50/ThrowDiscus/v_ThrowDiscus_g15_c01.avi,25.0,99,3.96
UCF50/ThrowDiscus/v_ThrowDiscus_g21_c07.avi,25.0,69,2.76
UCF50/ThrowDiscus/v_ThrowDiscus_g07_c06.avi,25.0,105,4.2
UCF50/ThrowDiscus/v_ThrowDiscus_g17_c01.avi,25.0,103,4.12
UCF50/ThrowDiscus/v_ThrowDiscus_g19_c01.avi,25.0,68,2.72
UCF50/ThrowDiscus/v_ThrowDiscus_g10_c03.avi,25.0,111,4.44
UCF50/ThrowDiscus/v_ThrowDiscus_g09_c01.avi,25.0,83,3.32
UCF50/ThrowDiscus/v_ThrowDiscus_g24_c02.avi,25.0,93,3.72
UCF50/ThrowDiscus/v_ThrowDiscus_g19_c04.avi,25.0,103,4.12
UCF50/ThrowDiscus/v_ThrowDiscus_g14_c01.avi,25.0,102,4.08
UCF50/ThrowDiscus/v_ThrowDiscus_g24_c05.avi,25.0,67,2.68
UCF50/ThrowDiscus/v_ThrowDiscus_g01_c04.avi,25.0,78,3.12
UCF50/ThrowDiscus/v_ThrowDiscus_g06_c01.avi,25.0,88,3.52
UCF50/ThrowDiscus/v_ThrowDiscus_g15_c02.avi,25.0,88,3.52
UCF50/ThrowDiscus/v_ThrowDiscus_g19_c03.avi,25.0,71,2.84
UCF50/ThrowDiscus/v_ThrowDiscus_g22_c03.avi,25.0,87,3.48
UCF50/ThrowDiscus/v_ThrowDiscus_g21_c06.avi,25.0,82,3.28
UCF50/ThrowDiscus/v_ThrowDiscus_g11_c02.avi,25.0,73,2.92
UCF50/ThrowDiscus/v_ThrowDiscus_g22_c01.avi,25.0,76,3.04
UCF50/ThrowDiscus/v_ThrowDiscus_g18_c05.avi,25.0,131,5.24
UCF50/ThrowDiscus/v_ThrowDiscus_g16_c03.avi,25.0,58,2.32
UCF50/ThrowDiscus/v_ThrowDiscus_g22_c02.avi,25.0,92,3.68
UCF50/ThrowDiscus/v_ThrowDiscus_g16_c01.avi,25.0,107,4.28
UCF50/ThrowDiscus/v_ThrowDiscus_g20_c01.avi,25.0,102,4.08
UCF50/ThrowDiscus/v_ThrowDiscus_g06_c06.avi,25.0,106,4.24
UCF50/ThrowDiscus/v_ThrowDiscus_g14_c03.avi,25.0,110,4.4
UCF50/ThrowDiscus/v_ThrowDiscus_g24_c03.avi,25.0,86,3.44
UCF50/ThrowDiscus/v_ThrowDiscus_g09_c06.avi,25.0,100,4.0
UCF50/ThrowDiscus/v_ThrowDiscus_g11_c07.avi,25.0,64,2.56
UCF50/ThrowDiscus/v_ThrowDiscus_g10_c01.avi,25.0,79,3.16
UCF50/ThrowDiscus/v_ThrowDiscus_g02_c05.avi,25.0,84,3.36
UCF50/GolfSwing/v_GolfSwing_g11_c01.avi,29.97002997002997,118,3.94
UCF50/GolfSwing/v_GolfSwing_g07_c04.avi,29.97002997002997,111,3.7
UCF50/GolfSwing/v_GolfSwing_g25_c01.avi,29.97002997002997,161,5.37
UCF50/GolfSwing/v_GolfSwing_g08_c04.avi,29.97002997002997,171,5.71
UCF50/GolfSwing/v_GolfSwing_g19_c02.avi,29.97002997002997,111,3.7
UCF50/GolfSwing/v_GolfSwing_g05_c02.avi,29.97002997002997,96,3.2
UCF50/GolfSwing/v_GolfSwing_g16_c02.avi,29.97002997002997,84,2.8
UCF50/GolfSwing/v_GolfSwing_g22_c02.avi,29.97002997002997,300,10.01
UCF50/GolfSwing/v_GolfSwing_g16_c01.avi,29.97002997002997,122,4.07
UCF50/GolfSwing/v_GolfSwing_g22_c05.avi,29.97002997002997,153,5.11
UCF50/GolfSwing/v_GolfSwing_g05_c03.avi,29.97002997002997,101,3.37
UCF50/GolfSwing/v_GolfSwing_g14_c02.avi,29.97002997002997,157,5.24
UCF50/GolfSwing/v_GolfSwing_g03_c07.avi,29.97002997002997,173,5.77
UCF50/GolfSwing/v_GolfSwing_g19_c04.avi,29.97002997002997,149,4.97
UCF50/GolfSwing/v_GolfSwing_g02_c03.avi,29.97002997002997,92,3.07
UCF50/GolfSwing/v_GolfSwing_g21_c05.avi,29.97002997002997,195,6.51
UCF50/GolfSwing/v_GolfSwing_g13_c04.avi,29.97002997002997,238,7.94
UCF50/GolfSwing/v_GolfSwing_g22_c01.avi,29.97002997002997,303,10.11
UCF50/GolfSwing/v_GolfSwing_g05_c07.avi,29.97002997002997,132,4.4
UCF50/GolfSwing/v_GolfSwing_g17_c03.avi,29.97002997002997,78,2.6
UCF50/GolfSwing/v_GolfSwing_g25_c04.avi,29.97002997002997,128,4.27
UCF50/GolfSwing/v_GolfSwing_g17_c06.avi,29.97002997002997,143,4.77
UCF50/GolfSwing/v_GolfSwing_g15_c02.avi,29.97002997002997,259,8.64
UCF50/GolfSwing/v_GolfSwing_g04_c02.avi,29.97002997002997,122,4.07
UCF50/GolfSwing/v_GolfSwing_g21_c01.avi,29.97002997002997,159,5.31
UCF50/GolfSwing/v_GolfSwing_g18_c03.avi,29.97002997002997,115,3.84
UCF50/GolfSwing/v_GolfSwing_g11_c04.avi,29.97002997002997,131,4.37
UCF50/GolfSwing/v_GolfSwing_g14_c03.avi,29.97002997002997,88,2.94
UCF50/GolfSwing/v_GolfSwing_g21_c03.avi,29.97002997002997,110,3.67
UCF50/GolfSwing/v_GolfSwing_g11_c02.avi,29.97002997002997,109,3.64
UCF50/GolfSwing/v_GolfSwing_g08_c05.avi,29.97002997002997,168,5.61
UCF50/GolfSwing/v_GolfSwing_g06_c01.avi,29.97002997002997,157,5.24
UCF50/GolfSwing/v_GolfSwing_g09_c01.avi,29.97002997002997,117,3.9
UCF50/GolfSwing/v_GolfSwing_g04_c05.avi,29.97002997002997,345,11.51
UCF50/GolfSwing/v_GolfSwing_g25_c07.avi,29.97002997002997,159,5.31
UCF50/GolfSwing/v_GolfSwing_g20_c03.avi,29.97002997002997,119,3.97
UCF50/GolfSwing/v_GolfSwing_g08_c06.avi,29.97002997002997,269,8.98
UCF50/GolfSwing/v_GolfSwing_g23_c05.avi,29.97002997002997,242,8.07
UCF50/GolfSwing/v_GolfSwing_g20_c02.avi,29.97002997002997,152,5.07
UCF50/GolfSwing/v_GolfSwing_g22_c04.avi,29.97002997002997,199,6.64
UCF50/GolfSwing/v_GolfSwing_g06_c02.avi,29.97002997002997,109,3.64
UCF50/GolfSwing/v_GolfSwing_g06_c04.avi,29.97002997002997,127,4.24
UCF50/GolfSwing/v_GolfSwing_g18_c04.avi,29.97002997002997,97,3.24
UCF50/GolfSwing/v_GolfSwing_g11_c03.avi,29.97002997002997,136,4.54
